0.0100000000 0.0000000016 0.0000000016 3.9979007029
0.0104737090 0.0000000019 0.0000000019 3.9977877198
0.0109698580 0.0000000023 0.0000000023 3.9976747367
0.0114895100 0.0000000028 0.0000000028 3.9975556093
0.0120337784 0.0000000033 0.0000000033 3.9974299697
0.0126038293 0.0000000040 0.0000000040 3.9972974257
0.0132008840 0.0000000048 0.0000000048 3.9971575580
0.0138262217 0.0000000058 0.0000000058 3.9970099187
0.0144811823 0.0000000070 0.0000000070 3.9968540289
0.0151671689 0.0000000084 0.0000000084 3.9966893766
0.0158856513 0.0000000102 0.0000000102 3.9965154136
0.0166381689 0.0000000122 0.0000000122 3.9963315529
0.0174263339 0.0000000147 0.0000000147 3.9961371659
0.0182518349 0.0000000177 0.0000000177 3.9959315786
0.0191164408 0.0000000213 0.0000000213 3.9957140683
0.0200220037 0.0000000256 0.0000000256 3.9954838598
0.0209704640 0.0000000308 0.0000000308 3.9952401207
0.0219638537 0.0000000371 0.0000000371 3.9949819571
0.0230043012 0.0000000446 0.0000000446 3.9947084087
0.0240940356 0.0000000536 0.0000000536 3.9944184429
0.0252353917 0.0000000645 0.0000000645 3.9941109493
0.0264308149 0.0000000776 0.0000000776 3.9937847331
0.0276828663 0.0000000934 0.0000000934 3.9934385078
0.0289942285 0.0000001123 0.0000001123 3.9930708881
0.0303677112 0.0000001351 0.0000001351 3.9926803814
0.0318062569 0.0000001626 0.0000001626 3.9922653786
0.0333129479 0.0000001956 0.0000001956 3.9918241446
0.0348910121 0.0000002352 0.0000002352 3.9913548074
0.0365438307 0.0000002830 0.0000002830 3.9908553468
0.0382749448 0.0000003404 0.0000003404 3.9903235817
0.0400880633 0.0000004094 0.0000004094 3.9897571562
0.0419870708 0.0000004924 0.0000004924 3.9891535252
0.0439760361 0.0000005922 0.0000005922 3.9885099379
0.0460592204 0.0000007123 0.0000007123 3.9878234206
0.0482410870 0.0000008567 0.0000008567 3.9870907572
0.0505263107 0.0000010302 0.0000010302 3.9863084692
0.0529197874 0.0000012389 0.0000012389 3.9854727925
0.0554266452 0.0000014898 0.0000014898 3.9845796538
0.0580522552 0.0000017915 0.0000017915 3.9836246441
0.0608022426 0.0000021541 0.0000021541 3.9826029897
0.0636824994 0.0000025899 0.0000025899 3.9815095219
0.0666991966 0.0000031138 0.0000031138 3.9803386434
0.0698587975 0.0000037435 0.0000037435 3.9790842921
0.0731680714 0.0000045002 0.0000045002 3.9777399021
0.0766341087 0.0000054095 0.0000054095 3.9762983618
0.0802643352 0.0000065020 0.0000065021 3.9747519687
0.0840665289 0.0000078146 0.0000078147 3.9730923803
0.0880488358 0.0000093915 0.0000093916 3.9713105622
0.0922197882 0.0000112855 0.0000112856 3.9693967316
0.0965883224 0.0000135602 0.0000135603 3.9673402978
0.1011637980 0.0000162916 0.0000162919 3.9651297976
0.1059560179 0.0000195712 0.0000195715 3.9627528271
0.1109752496 0.0000235081 0.0000235086 3.9601959695
0.1162322469 0.0000282333 0.0000282341 3.9574447180
0.1217382728 0.0000339036 0.0000339048 3.9544833950
0.1275051241 0.0000407067 0.0000407084 3.9512950669
0.1335451563 0.0000488671 0.0000488695 3.9478614550
0.1398713103 0.0000586532 0.0000586567 3.9441628433
0.1464971398 0.0000703860 0.0000703910 3.9401779828
0.1534368409 0.0000844488 0.0000844559 3.9358839935
0.1607052818 0.0001012993 0.0001013096 3.9312562649
0.1683180353 0.0001214836 0.0001214984 3.9262683563
0.1762914118 0.0001456529 0.0001456741 3.9208918977
0.1846424943 0.0001745830 0.0001746135 3.9150964934
0.1933891750 0.0002091976 0.0002092414 3.9088496308
0.2025501939 0.0002505955 0.0002506583 3.9021165960
0.2121451785 0.0003000823 0.0003001724 3.8948604001
0.2221946861 0.0003592081 0.0003593372 3.8870417184
0.2327202479 0.0004298112 0.0004299960 3.8786188487
0.2437444150 0.0005140684 0.0005143328 3.8695476914
0.2552908068 0.0006145551 0.0006149330 3.8597817574
0.2673841616 0.0007343128 0.0007348524 3.8492722103
0.2800503894 0.0008769285 0.0008776982 3.8379679490
0.2933166278 0.0010466253 0.0010477219 3.8258157380
0.3072112999 0.0012483659 0.0012499263 3.8127603934
0.3217641750 0.0014879708 0.0014901881 3.7987450323
0.3370064329 0.0017722510 0.0017753975 3.7837113952
0.3529707303 0.0021091588 0.0021136168 3.7676002478
0.3696912707 0.0025079545 0.0025142601 3.7503518722
0.3872038782 0.0029793913 0.0029882946 3.7319066526
0.4055460736 0.0035359186 0.0035484657 3.7122057636
0.4247571553 0.0041919016 0.0042095476 3.6911919625
0.4448782831 0.0049638565 0.0049886192 3.6688104882
0.4659525669 0.0058706984 0.0059053670 3.6450100641
0.4880251584 0.0069339975 0.0069824135 3.6197439982
0.5111433483 0.0081782377 0.0082456727 3.5929713695
0.5353566677 0.0096310697 0.0097247292 3.5646582823
0.5607169938 0.0113235485 0.0114532398 3.5347791660
0.5872786613 0.0132903429 0.0134693553 3.5033180906
0.6150985789 0.0155699015 0.0158161575 3.4702700599
0.6442363509 0.0182045576 0.0185421084 3.4356422416
0.6747544053 0.0212405539 0.0217015059 3.3994550857
0.7067181274 0.0247279647 0.0253549408 3.3617432804
0.7401959997 0.0287204925 0.0295697503 3.3225564931
0.7752597489 0.0332751173 0.0344204623 3.2819598454
0.8119844993 0.0384515783 0.0399892272 3.2400340747
0.8504489342 0.0443116678 0.0463662329 3.1968753435
0.8907354639 0.0509183282 0.0536501017 3.1525946685
0.9329304026 0.0583345457 0.0619482699 3.1073169543
0.9771241535 0.0666220465 0.0713773518 3.0611796338
1.0234114021 0.0758398128 0.0820634928 3.0143309361
1.0718913192 0.0860424489 0.0941427190 2.9669278193
1.1226677735 0.0972784416 0.1077612921 2.9191336236
1.1758495541 0.1095883725 0.1230760798 2.8711155161
1.2315506033 0.1230031534 0.1402549552 2.8230418095
1.2898902613 0.1375423608 0.1594772364 2.7750792439
1.3509935212 0.1532127559 0.1809341803 2.7273903235
1.4149912974 0.1700070711 0.2048295416 2.6801307976
1.4820207058 0.1879031407 0.2313802086 2.6334473652
1.5522253574 0.2068634387 0.2608169246 2.5874756726
1.6257556664 0.2268350704 0.2933851003 2.5423386559
1.7027691722 0.2477502414 0.3293457240 2.4981452629
1.7834308769 0.2695272013 0.3689763695 2.4549895725
1.8679135990 0.2920716346 0.4125723009 2.4129503080
1.9563983435 0.3152784463 0.4604476733 2.3720907300
2.0490746898 0.3390338683 0.5129368238 2.3324588754
2.1461411979 0.3632177965 0.5703956463 2.2940881041
2.2478058335 0.3877062600 0.6332030440 2.2569979028
2.3542864143 0.4123739193 0.7017624522 2.2211948964
2.4658110758 0.4370964967 0.7765034221 2.1866740125
2.5826187607 0.4617530488 0.8578832594 2.1534197497
2.7049597305 0.4862280100 0.9463887083 2.1214075013
2.8330961018 0.5104129477 1.0425376762 2.0906048939
2.9673024082 0.5342079952 1.1468809893 2.0609731047
3.1078661878 0.5575229416 1.2600041765 2.0324681281
3.2550885998 0.5802779798 1.3825292736 2.0050419695
3.4092850697 0.6024041263 1.5151166454 1.9786437500
3.5707859649 0.6238433399 1.6584668200 1.9532207104
3.7399373025 0.6445483733 1.8133223337 1.9287191089
3.9171014908 0.6644824004 1.9804695826 1.9050850108
4.1026581058 0.6836184612 2.1607406799 1.8822649713
4.2970047043 0.7019387676 2.3550153170 1.8602066148
4.5005576757 0.7194339119 2.5642226288 1.8388591179
4.7137531341 0.7361020146 2.7893430617 1.8181736015
4.9370478528 0.7519478448 3.0314102463 1.7981034407
5.1709202429 0.7669819412 3.2915128769 1.7786045008
5.4158713781 0.7812197549 3.5707965982 1.7596353070
5.6724260685 0.7946808335 3.8704659055 1.7411571563
5.9411339850 0.8073880571 4.1917860600 1.7231341791
6.2225708367 0.8193669362 4.5360850266 1.7055333572
6.5173396049 0.8306449759 4.9047554401 1.6883245056
6.8260718343 0.8412511091 5.2992566072 1.6714802228
7.1494289866 0.8512151974 5.7211165536 1.6549758164
7.4881038576 0.8605675983 6.1719341258 1.6387892072
7.8428220613 0.8693387956 6.6533811595 1.6229008173
8.2143435849 0.8775590874 7.1672047267 1.6072934451
8.6034644167 0.8852583282 7.7152294738 1.5919521307
9.0110182517 0.8924657189 8.2993600680 1.5768640141
9.4378782778 0.8992096399 8.9215837643 1.5620181891
9.8849590466 0.9055175226 9.5839731126 1.5474055550
10.3532184330 0.9114157529 10.2886888195 1.5330186669
10.8436596869 0.9169296037 11.0379827844 1.5188515877
11.3573335834 0.9220831921 11.8342013285 1.5048997414
11.8953406737 0.9268994553 12.6797886337 1.4911597702
12.4588336430 0.9314001456 13.5772904130 1.4776293955
13.0490197801 0.9356058370 14.5293578302 1.4643072843
13.6671635646 0.9395359445 15.5387516892 1.4511929201
14.3145893752 0.9432087518 16.6083469113 1.4382864813
14.9926843279 0.9466414453 17.7411373213 1.4255887255
15.7029012473 0.9498501542 18.9402407601 1.4131008805
16.4467617799 0.9528499929 20.2089045430 1.4008245427
17.2258596540 0.9556551074 21.5505112829 1.3887615832
18.0418640939 0.9582787221 22.9685850955 1.3769140605
18.8965233969 0.9607331871 24.4667982045 1.3652841415
19.7916686785 0.9630300264 26.0489779654 1.3538740294
20.7292177960 0.9651799847 27.7191143236 1.3426858988
21.7111794569 0.9671930732 29.4813677252 1.3317218386
22.7396575236 0.9690786146 31.3400774959 1.3209838010
23.8168555198 0.9708452862 33.2997707068 1.3104735583
24.9450813523 0.9725011609 35.3651715423 1.3001926650
26.1267522556 0.9740537474 37.5412111885 1.2901424273
27.3643999707 0.9755100271 39.8330382588 1.2803238769
28.6606761695 0.9768764900 42.2460297751 1.2707377520
30.0183581358 0.9781591686 44.7858027228 1.2613844819
31.4403547159 0.9793636689 47.4582261998 1.2522641772
32.9297125510 0.9804952012 50.2694341786 1.2433766240
34.4896226041 0.9815586071 53.2258389033 1.2347212821
36.1234269971 0.9825583864 56.3341449443 1.2262972865
37.8346261713 0.9834987212 59.6013639336 1.2181034525
39.6268863870 0.9843834988 63.0348300074 1.2101382830
41.5040475785 0.9852163329 66.6422159810 1.2023999789
43.4701315813 0.9860005838 70.4315502862 1.1948864505
45.5293507487 0.9867393764 74.4112347002 1.1875953320
47.6861169771 0.9874356174 78.5900629003 1.1805239962
49.9450511586 0.9880920116 82.9772398759 1.1736695708
52.3109930806 0.9887110761 87.5824022375 1.1670289560
54.7890117959 0.9892951544 92.4156394592 1.1605988413
57.3844164830 0.9898464289 97.4875160971 1.1543757245
60.1027678207 0.9903669327 102.8090950269 1.1483559295
62.9498899022 0.9908585605 108.3919617468 1.1425356245
65.9318827133 0.9913230786 114.2482497949 1.1369108403
69.0551352016 0.9917621344 120.3906673327 1.1314774876
72.3263389648 0.9921772647 126.8325249482 1.1262313747
75.7525025877 0.9925699041 133.5877647384 1.1211682242
79.3409666580 0.9929413919 140.6709907286 1.1162836886
83.0994194935 0.9932929795 148.0975006946 1.1115733663
87.0359136149 0.9936258360 155.8833194538 1.1070328160
