0.0100000000 0.0052488461 0.0052765419 1.0514348589
0.0104737090 0.0055097669 0.0055402926 1.0538698203
0.0109698580 0.0057842307 0.0058178827 1.0563047816
0.0114895100 0.0060729926 0.0061100992 1.0588440775
0.0120337784 0.0063768540 0.0064177792 1.0614916294
0.0126038293 0.0066966663 0.0067418139 1.0642514522
0.0132008840 0.0070333339 0.0070831520 1.0671276508
0.0138262217 0.0073878183 0.0074428044 1.0701244153
0.0144811823 0.0077611418 0.0078218483 1.0732460162
0.0151671689 0.0081543921 0.0082214328 1.0764967979
0.0158856513 0.0085687265 0.0086427842 1.0798811711
0.0166381689 0.0090053775 0.0090872113 1.0834036046
0.0174263339 0.0094656575 0.0095561124 1.0870686152
0.0182518349 0.0099509652 0.0100509821 1.0908807563
0.0191164408 0.0104627912 0.0105734187 1.0948446055
0.0200220037 0.0110027252 0.0111251320 1.0989647496
0.0209704640 0.0115724630 0.0117079529 1.1032457685
0.0219638537 0.0121738143 0.0123238424 1.1076922169
0.0230043012 0.0128087106 0.0129749024 1.1123086040
0.0240940356 0.0134792149 0.0136633866 1.1170993707
0.0252353917 0.0141875306 0.0143917135 1.1220688643
0.0264308149 0.0149360123 0.0151624793 1.1272213114
0.0276828663 0.0157271763 0.0159784726 1.1325607867
0.0289942285 0.0165637129 0.0168426904 1.1380911800
0.0303677112 0.0174484988 0.0177583555 1.1438161597
0.0318062569 0.0183846107 0.0187289349 1.1497391325
0.0333129479 0.0193753395 0.0197581606 1.1558632004
0.0348910121 0.0204242059 0.0208500517 1.1621911133
0.0365438307 0.0215349767 0.0220089387 1.1687252184
0.0382749448 0.0227116817 0.0232394896 1.1754674052
0.0400880633 0.0239586326 0.0245467389 1.1824190464
0.0419870708 0.0252804417 0.0259361182 1.1895809345
0.0439760361 0.0266820427 0.0274134906 1.1969532143
0.0460592204 0.0281687114 0.0289851868 1.2045353106
0.0482410870 0.0297460884 0.0306580454 1.2123258514
0.0505263107 0.0314202015 0.0324394558 1.2203225872
0.0529197874 0.0331974897 0.0343374053 1.2285223047
0.0554266452 0.0350848270 0.0363605299 1.2369207372
0.0580522552 0.0370895472 0.0385181686 1.2455124705
0.0608022426 0.0392194682 0.0408204235 1.2542908446
0.0636824994 0.0414829164 0.0432782233 1.2632478522
0.0666991966 0.0438887497 0.0459033922 1.2723740339
0.0698587975 0.0464463806 0.0487087246 1.2816583712
0.0731680714 0.0491657960 0.0517080642 1.2910881771
0.0766341087 0.0520575755 0.0549163896 1.3006489869
0.0802643352 0.0551329057 0.0583499055 1.3103244481
0.0840665289 0.0584035906 0.0620261399 1.3200962126
0.0880488358 0.0618820563 0.0659640472 1.3299438315
0.0922197882 0.0655813486 0.0701841177 1.3398446550
0.0965883224 0.0695151228 0.0747084928 1.3497737388
0.1011637980 0.0736976233 0.0795610862 1.3597037600
0.1059560179 0.0781436517 0.0847677101 1.3696049445
0.1109752496 0.0828685213 0.0903562065 1.3794450091
0.1162322469 0.0878879957 0.0963565826 1.3891891223
0.1217382728 0.0932182100 0.1028011491 1.3987998855
0.1275051241 0.0988755723 0.1097246610 1.4082373415
0.1335451563 0.1048766426 0.1171644575 1.4174590111
0.1398713103 0.1112379886 0.1251606022 1.4264199658
0.1464971398 0.1179760160 0.1337560181 1.4350729386
0.1534368409 0.1251067719 0.1429966170 1.4433684793
0.1607052818 0.1326457215 0.1529314200 1.4512551589
0.1683180353 0.1406074976 0.1636126650 1.4586798276
0.1762914118 0.1490056246 0.1750958982 1.4655879314
0.1846424943 0.1578522189 0.1874400461 1.4719238901
0.1933891750 0.1671576701 0.2007074618 1.4776315423
0.2025501939 0.1769303076 0.2149639444 1.4826546561
0.2121451785 0.1871760596 0.2302787236 1.4869375099
0.2221946861 0.1978981133 0.2467244082 1.4904255391
0.2327202479 0.2090965868 0.2643768926 1.4930660479
0.2437444150 0.2207682223 0.2833152197 1.4948089795
0.2552908068 0.2329061158 0.3036213958 1.4956077363
0.2673841616 0.2454994943 0.3253801588 1.4954200391
0.2800503894 0.2585335543 0.3486786973 1.4942088108
0.2933166278 0.2719893744 0.3736063250 1.4919430654
0.3072112999 0.2858439118 0.4002541132 1.4885987833
0.3217641750 0.3000700921 0.4287144880 1.4841597464
0.3370064329 0.3146369969 0.4590808017 1.4786183083
0.3529707303 0.3295101505 0.4914468889 1.4719760717
0.3696912707 0.3446519036 0.5259066219 1.4642444435
0.3872038782 0.3600219048 0.5625534804 1.4554450402
0.4055460736 0.3755776505 0.6014801532 1.4456099189
0.4247571553 0.3912750939 0.6427781910 1.4347816104
0.4448782831 0.4070692973 0.6865377276 1.4230129379
0.4659525669 0.4229151027 0.7328472893 1.4103666111
0.4880251584 0.4387678016 0.7817937084 1.3969145926
0.5111433483 0.4545837789 0.8334621548 1.3827372425
0.5353566677 0.4703211111 0.8879362966 1.3679222557
0.5607169938 0.4859401013 0.9452985975 1.3525634153
0.5872786613 0.5014037357 1.0056307510 1.3367591943
0.6150985789 0.5166780511 1.0690142508 1.3206112439
0.6442363509 0.5317324081 1.1355310880 1.3042228113
0.6747544053 0.5465396687 1.2052645643 1.2876971364
0.7067181274 0.5610762802 1.2783002032 1.2711358716
0.7401959997 0.5753222732 1.3547267417 1.2546375752
0.7752597489 0.5892611811 1.4346371803 1.2382963164
0.8119844993 0.6028798940 1.5181298680 1.2222004329
0.8504489342 0.6161684588 1.6053096024 1.2064314673
0.8907354639 0.6291198372 1.6962887214 1.1910633054
0.9329304026 0.6417296366 1.7911881698 1.1761615279
0.9771241535 0.6539958235 1.8901385244 1.1617829792
1.0234114021 0.6659184313 1.9932809643 1.1479755486
