-1.1 0.0 
-1.07778 0.00412725 
-1.05556 0.00719065 
-1.03333 0.0092123 
-1.01111 0.010214 
-0.988889 0.0102172 
-0.966666 0.0092436 
-0.944444 0.00731466 
-0.922222 0.00445217 
-0.9 0.000678223 
-0.877778 -0.0039847 
-0.855555 -0.00951361 
-0.833333 -0.0158849 
-0.811111 -0.0230745 
-0.788889 -0.0310572 
-0.766666 -0.0398075 
-0.744444 -0.0492988 
-0.722222 -0.0595037 
-0.7 -0.0703939 
-0.677778 -0.0819403 
-0.655555 -0.0941128 
-0.633333 -0.10688 
-0.611111 -0.120212 
-0.588889 -0.134074 
-0.566666 -0.148433 
-0.544444 -0.163256 
-0.522222 -0.178507 
-0.5 -0.194151 
-0.477778 -0.210153 
-0.455555 -0.226475 
-0.433333 -0.243082 
-0.411111 -0.259936 
-0.388889 -0.276999 
-0.366666 -0.294236 
-0.344444 -0.311608 
-0.322222 -0.32908 
-0.3 -0.346613 
-0.277778 -0.364172 
-0.255555 -0.381722 
-0.233333 -0.399227 
-0.211111 -0.416652 
-0.188889 -0.433964 
-0.166667 -0.45113 
-0.144444 -0.468118 
-0.122222 -0.484897 
-0.0999998 -0.501439 
-0.0777776 -0.517713 
-0.0555554 -0.533693 
-0.0333332 -0.549353 
-0.011111 -0.564667 
0.0111113 -0.579611 
0.0333335 -0.594166 
0.0555557 -0.608309 
0.0777779 -0.622021 
0.1 -0.635283 
0.122222 -0.648078 
0.144445 -0.660392 
0.166667 -0.672208 
0.188889 -0.683514 
0.211111 -0.694299 
0.233333 -0.70455 
0.255556 -0.714258 
0.277778 -0.723415 
0.3 -0.732012 
0.322222 -0.740042 
0.344445 -0.747499 
0.366667 -0.754378 
0.388889 -0.760674 
0.411111 -0.766383 
0.433333 -0.771502 
0.455556 -0.776027 
0.477778 -0.779957 
0.5 -0.783289 
0.522222 -0.786021 
0.544445 -0.788153 
0.566667 -0.789683 
0.588889 -0.79061 
0.611111 -0.790933 
0.633334 -0.790653 
0.655556 -0.789767 
0.677778 -0.788275 
0.7 -0.786177 
0.722222 -0.783472 
0.744445 -0.780158 
0.766667 -0.776234 
0.788889 -0.771699 
0.811111 -0.76655 
0.833333 -0.760787 
0.855556 -0.754405 
0.877778 -0.747403 
0.9 -0.739777 
0.922222 -0.731523 
0.944445 -0.722637 
0.966667 -0.713113 
0.988889 -0.702947 
1.01111 -0.692132 
1.03333 -0.680661 
1.05556 -0.668526 
1.07778 -0.655719 
1.1 -0.64223 
