0.006484  24.944394
0.006744  24.445506
0.007020  23.946618
0.007312  23.447730
0.007623  22.948842
0.007955  22.449954
0.008308  21.951067
0.008413  21.807056
0.008682  21.452179
0.009080  20.953291
0.009507  20.454403
0.009963  19.955515
0.010453  19.456627
0.010516  19.393535
0.010973  18.957739
0.011531  18.458851
0.012132  17.959964
0.012619  17.579908
0.012778  17.461076
0.013467  16.962188
0.014212  16.463300
0.014723  16.140876
0.015013  15.964412
0.015872  15.465524
0.016803  14.966636
0.016826  14.954653
0.017796  14.467748
0.018873  13.968861
0.018929  13.943282
0.020021  13.469973
0.021032  13.060315
0.021262  12.971085
0.022586  12.472197
0.023136  12.274283
0.024004  11.973309
0.025239  11.564418
0.025521  11.474421
0.027131  10.975533
0.027342  10.911736
0.028832  10.476645
0.029445  10.302388
0.030627  9.977758
0.031549  9.729346
0.032508  9.478870
0.033652  9.184041
0.034467  8.979982
0.035755  8.659543
0.036492  8.481094
0.037858  8.150000
0.038568  7.982206
0.039962  7.650216
0.040678  7.483318
0.042065  7.155294
0.042801  6.984430
0.044168  6.660311
0.044917  6.485542
0.046271  6.159958
0.047002  5.986655
0.048375  5.648102
0.049031  5.487767
0.050478  5.117162
0.050982  4.988879
0.052581  4.557172
0.052831  4.489991
0.054553  3.991103
0.054684  3.949384
0.056121  3.492215
0.056788  3.256854
0.057528  2.993327
0.058759  2.494439
0.058891  2.430702
0.059779  1.995552
0.060600  1.496664
0.060994  1.172641
0.061201  0.997776
0.061571  0.498888
0.061712  0.000000
