0.001253  24.944394
0.001492  24.445506
0.001750  23.946618
0.002028  23.447730
0.002103  23.319473
0.002329  22.948842
0.002654  22.449954
0.003007  21.951067
0.003389  21.452179
0.003804  20.953291
0.004206  20.506622
0.004256  20.454403
0.004748  19.955515
0.005285  19.456627
0.005872  18.957739
0.006310  18.612104
0.006515  18.458851
0.007220  17.959964
0.007996  17.461076
0.008413  17.210645
0.008851  16.962188
0.009796  16.463300
0.010516  16.113589
0.010843  15.964412
0.012005  15.465524
0.012619  15.220726
0.013300  14.966636
0.014723  14.475523
0.014747  14.467748
0.016369  13.968861
0.016826  13.836890
0.018193  13.469973
0.018929  13.283069
0.020254  12.971085
0.021032  12.796075
0.022591  12.472197
0.023136  12.363282
0.025239  11.975689
0.025253  11.973309
0.027342  11.622245
0.028300  11.474421
0.029445  11.301590
0.031549  11.009347
0.031807  10.975533
0.033652  10.737239
0.035755  10.489079
0.035866  10.476645
0.037858  10.254502
0.039962  10.039079
0.040594  9.977758
0.042065  9.835313
0.044168  9.644807
0.046141  9.478870
0.046271  9.467850
0.048375  9.296666
0.050478  9.137100
0.052581  8.988010
0.052698  8.979982
0.054684  8.842213
0.056788  8.704962
0.058891  8.575841
0.060518  8.481094
0.060994  8.452793
0.063097  8.332090
0.065201  8.217893
0.067304  8.109689
0.069407  8.007019
0.069932  7.982206
0.071510  7.905517
0.073614  7.807632
0.075717  7.714354
0.077820  7.625365
0.079923  7.540377
0.081390  7.483318
0.082026  7.457705
0.084130  7.375365
0.086233  7.296461
0.088336  7.220782
0.090439  7.148134
0.092543  7.078340
0.094646  7.011233
0.095509  6.984430
0.096749  6.944252
0.098852  6.878089
0.100956  6.814313
0.103059  6.752797
0.105162  6.693424
