-1.1 -0.5 
-1.07778 -0.490425 
-1.05556 -0.48211 
-1.03333 -0.475003 
-1.01111 -0.469054 
-0.988889 -0.464216 
-0.966666 -0.460443 
-0.944444 -0.457693 
-0.922222 -0.45592 
-0.9 -0.455085 
-0.877778 -0.455147 
-0.855555 -0.456065 
-0.833333 -0.457802 
-0.811111 -0.460318 
-0.788889 -0.463576 
-0.766666 -0.467539 
-0.744444 -0.47217 
-0.722222 -0.477432 
-0.7 -0.483289 
-0.677778 -0.489706 
-0.655555 -0.496647 
-0.633333 -0.504076 
-0.611111 -0.511959 
-0.588889 -0.520262 
-0.566666 -0.52895 
-0.544444 -0.537988 
-0.522222 -0.547345 
-0.5 -0.556986 
-0.477778 -0.56688 
-0.455555 -0.576992 
-0.433333 -0.587293 
-0.411111 -0.597751 
-0.388889 -0.608336 
-0.366666 -0.619017 
-0.344444 -0.629765 
-0.322222 -0.640552 
-0.3 -0.65135 
-0.277778 -0.662132 
-0.255555 -0.672871 
-0.233333 -0.683543 
-0.211111 -0.694122 
-0.188889 -0.704585 
-0.166667 -0.714909 
-0.144444 -0.725073 
-0.122222 -0.735054 
-0.0999998 -0.744833 
-0.0777776 -0.754391 
-0.0555554 -0.763709 
-0.0333332 -0.77277 
-0.011111 -0.781558 
0.0111113 -0.790056 
0.0333335 -0.79825 
0.0555557 -0.806126 
0.0777779 -0.813671 
0.1 -0.820873 
0.122222 -0.82772 
0.144445 -0.8342 
0.166667 -0.840305 
0.188889 -0.846024 
0.211111 -0.851349 
0.233333 -0.856272 
0.255556 -0.860785 
0.277778 -0.864881 
0.3 -0.868553 
0.322222 -0.871795 
0.344445 -0.874602 
0.366667 -0.876968 
0.388889 -0.878888 
0.411111 -0.880358 
0.433333 -0.881374 
0.455556 -0.88193 
0.477778 -0.882024 
0.5 -0.881652 
0.522222 -0.880809 
0.544445 -0.879493 
0.566667 -0.8777 
0.588889 -0.875427 
0.611111 -0.87267 
0.633334 -0.869425 
0.655556 -0.86569 
0.677778 -0.861461 
0.7 -0.856734 
0.722222 -0.851504 
0.744445 -0.845769 
0.766667 -0.839524 
0.788889 -0.832764 
0.811111 -0.825485 
0.833333 -0.817681 
0.855556 -0.809348 
0.877778 -0.800479 
0.9 -0.791067 
0.922222 -0.781108 
0.944445 -0.770593 
0.966667 -0.759515 
0.988889 -0.747865 
1.01111 -0.735636 
1.03333 -0.722817 
1.05556 -0.709399 
1.07778 -0.695372 
1.1 -0.680722 
