0.000000  19.258130
0.000184  18.957739
0.000516  18.458851
0.000884  17.959964
0.001293  17.461076
0.001749  16.962188
0.002103  16.608499
0.002258  16.463300
0.002827  15.964412
0.003464  15.465524
0.004182  14.966636
0.004206  14.950177
0.004990  14.467748
0.005904  13.968861
0.006310  13.764793
0.006940  13.469973
0.008121  12.971085
0.008413  12.856314
0.009470  12.472197
0.010516  12.126436
0.011019  11.973309
0.012619  11.522410
0.012805  11.474421
0.014723  11.009386
0.014875  10.975533
0.016826  10.565318
0.017289  10.476645
0.018929  10.175771
0.020119  9.977758
0.021032  9.831109
0.023136  9.523267
0.023462  9.478870
0.025239  9.242667
0.027342  8.991012
0.027440  8.979982
0.029445  8.756428
0.031549  8.544041
0.032214  8.481094
0.033652  8.345419
0.035755  8.161492
0.037858  7.992827
0.037997  7.982206
0.039962  7.830596
0.042065  7.680148
0.044168  7.540649
0.045079  7.483318
0.046271  7.407127
0.048375  7.279740
0.050478  7.160593
0.052581  7.048913
0.053859  6.984430
0.054684  6.941680
0.056788  6.837194
0.058891  6.738609
0.060994  6.645439
0.063097  6.557248
0.064894  6.485542
0.065201  6.472891
0.067304  6.388438
0.069407  6.308105
0.071510  6.231598
0.073614  6.158649
0.075717  6.089017
0.077820  6.022480
0.078993  5.986655
0.079923  5.956864
0.082026  5.891580
0.084130  5.828979
0.086233  5.768898
0.088336  5.711188
0.090439  5.655711
0.092543  5.602341
0.094646  5.550958
0.096749  5.501455
0.097345  5.487767
0.098852  5.451034
0.100956  5.401324
0.103059  5.353314
0.105162  5.306917
